id,source,category,question,answer,modified
114,한국교통안전공단,드론안전,초경량비행장치 조종자격 취득 가능한 나이가 어떻게 되나요?,"1~3종 취득가능 나이는 만 14세이상이며, 4종 취득가능 나이는 만 10세이상입니다. 초경량비행장치 지도조종자 및 실기평가교관 취득가능 나이는 만18세입니다.",2025-08-29
406,한국교통안전공단,도로자격(화물·버스·택시·정밀),교통안전관리자 제도란?,"■ 교통안전에 관한 전문적인 지식과 기술을 가진 사람에게 자격을 부여하여 운수업체 등에서 교통안전업무를 전담케 함으로써 교통사고를 미연에 방지하고 국민의 생명과 재산을 보호하기 위한 제도입니다.
 1. 자격취득절차 : '시험접수 → 시험응시 → 시험합격 → 자격증교부'
 2. 자격시험의 응시자격에 제한은 없으며,  교통안전법 제53조제3항에 따른 결격사유에 해당하는 경우 시험에 응시할 수 없습니다.(결격사유에 해당하는 경우 시험에 응시 후 합격하여도 자격이 취소됩니다.)
 ※ 교통안전법 제53조제3항  ①피성년후견인 또는 피한정후견인  ②금고 이상의 실형을 선고받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되거나 집행이 면제된 날부터 2년이 지나지 아니한 자  ③금고 이상의 형의 집행유예 선고를 받고 그 유예기간 중에 있는 자  ④제54조의 규정에 따라 교통안전관리자 자격의 취소처분을 받은 날부터 2년이 지나지 아니한 자. 다만,  제54조제1항제1호 중 제53조제3항제1호에 해당하여 자격이 취소된 경우는 제외한다.",2025-09-09
284,한국교통안전공단,항공안전,[항공자격] 학과시험에서 1과목만 응시하는데 5과목 응시수수료와 동일한 이유가 무엇인가요?,"항공종사자 자격시험의 응시수수료는 수익자 부담원칙에 따라 정부가 책정하는 공공물가이며 정부로부터 자격시험을 수탁받아 수행하는 한국교통안전공단에서 발생하는 비용을 응시자의 응시수수료 총 금액으로 충당하도록 되어 있습니다.

문제은행방식의 시험문제 관리비용, 시험감독 비용, 시험접수를 위한 시스템 유지비용 등을 감안하면 학과시험 1과목을 응시하는 사람에게 발생하는 비용이나 5과목을 응시하는 사람에게 발생하는 비용에는 큰 차이가 없기 때문에 동일한 응시수수료가 책정되어 있는 구조로 되어 있습니다.",2025-09-09
144,한국교통안전공단,드론안전,자동차운전면허를 취득하기 위해 필요한 신체검사증명서는 어디에서 발급 받을 수 있나요?,"신체검사증명서는 운전면허시험장 또는 운전면허 신체검사서 발급기관(병원 문의 요망)에서 발급 받으실 수 있습니다.
*신체검사서 발급기관의 경우 아래 경로를 참고바랍니다
'한국도로교통공단(safedriving.or.kr) → 안전운전 통합민원 → 운전면허증 발급 → 운전면허증 발급 안내 → 신체검사서 발급기관'",2025-08-28
411,한국교통안전공단,도로자격(화물·버스·택시·정밀),교통안전관리자 자격시험의 일부 면제자 교육일정은 무엇입니까?,"■ 교통안전법 시행령 [별표8]에 따라 교통안전관리자 시험의 일부 면제를 위한 실무경험이 있는 사람들을 대상으로 교통안전공단이 시행하는 70시간의 교육과정으로 교통법규·교통안전관리론 및 해당 분야별 시험과목과 관련된 교육·훈련을 시행하는 제도입니다.(단, 도로분야만 해당)
위의 과정은 1년에 1~2회 시행되며 일정은 TS배움터(https://edu.kotsa.or.kr)에 공지됩니다.",2025-09-09
123,한국교통안전공단,드론안전,초경량비행장치 조종자증명 시험의 진행절차는 어떻게 되나요?,"초경량비행장치 조종자증명 시험절차는 크게 2가지로 구분할 수 있습니다.

1. 학과시험(지식평가)에 먼저 응시하고 합격한 다음 실기시험(기량평가)에 응시하여 합격하면 자격증명을 취득하게 됩니다. 다만, 실기시험접수 전까지 응시자격이 되는 서류를 제출하여 응시자격부여(경력검증, 신체검사증명)를 받아야 합니다.
2. 전문교육기관에서 교육을 받아 수료하면(학과, 모의, 실기 모두 포함) 응시자격부여 를 받아 실기시험에 응시하여 합격하면 조종자 증명을 취득하게 됩니다.",2025-08-29
396,한국교통안전공단,도로자격(화물·버스·택시·정밀),"사업용운전자격(화물,버스,택시) 시험수수료 결제 시 본인 명의 카드만 가능한가요?",■ 타인 명의 카드로 결제 가능합니다.,2025-09-09
128,한국교통안전공단,드론안전,응시수수료는 얼마인가요?,"학과시험은 부가세를 포함하여 48,400원이며, 실기시험은 72,600원입니다.",2023-06-23
280,한국교통안전공단,항공안전,[항공자격]시험문제를 공개하지 않는 이유는?,"항공자격시험은 국가자격시험으로 모든 시험문제는 문제은행방식으로 출제 관리되고 있습니다.
이에 따라 시험문제는 대외비로서 외부에 비공개원칙으로 운영되고 있습니다.
그 이유는 대법원의 판례 등에서 국가자격시험으로서의 비공개로 시행할 때 발생하는 이득(항공안전을 위한 항공종사자의 엄정하고 공정한 평가)이 공개함으로써 발생하는 이득(국민의 알권리 등)보다 크기 때문입니다.
이러한 이유로 응시자가 시험문제를 어디서 틀렸는지의 정보를 제공하기 위해 홈페이지의 합격자 발표 메뉴에서 개인별 취약세목을 공개하고 있습니다.",2025-09-15
124,한국교통안전공단,드론안전,초경량비행장치 조종자증명 시험에 응시하려면 어떻게 해야 하나요?,"TS국가자격시험(lic.kotsa.or.kr) 홈페이지에서 포털로그인(본인인증)이 필요합니다.
다만, 본인인증 수단(아이핀, 본인 명의 휴대폰)이 없는 자의 경우 시험접수 및 응시, 취득 등에 제한이 있습니다.
정상적인 본인인증을 통한 포털로그인 후, 초경량(드론)조종자 분야에서 학과시험 접수 및 적합한 서류를 첨부한 응시자격 신청 후 실기시험 접수를 하시면 됩니다.",2025-08-29
191,한국교통안전공단,자동차튜닝,튜닝 업체 종사자 등록은 어디에서 하나요?,"메뉴 : 사이버검사소 로그인 - 튜닝 서비스 - 튜닝작업등록관리
1. 종사자(직원) 명의로 로그인
2. 튜닝작업등록관리의 사용자 등록 화면에서 ""종사자"" 선택 후 정보 입력
3. 종사자(직원) 명의로 본인인증 후 ""확인"" 버튼 클릭
4. 해당 업체의 대표자로 등록된 ID로 로그인 후, ""튜닝작업등록관리 - 업체정보"" 메뉴에서 신청 건 확인 후 승인처리",2023-06-26
286,한국교통안전공단,항공안전,[항공자격]자격증명 응시자격은 어떻게 부여받나요?,"한국교통안전공단 홈페이지에서 로그인 후 항공자격시험 분야에서 응시자격신청 메뉴를 선택하여 신청하시면 됩니다.
관련 규정에 맞는 응시자격조건과 면제조건에 해당하는 서류를 스캔하여 첨부하시고 반드시 신청하고자 하는 자격증명을 선택하여 신청합니다.",2022-03-21
256,한국교통안전공단,항공안전,[항공자격]코로나로 인한 응시수수료 환불은 어떻게 하나요?,"코로나로 인한 응시수수료 환불 신청은 아래의 서류를 이메일(airtest@kotsa.or.kr) 또는 팩스(0502-384-5454)로 보내주시면 검토 후에 개별 연락 드립니다 (본인이 직접 취소할 수 있는 환불기간이 경과한 응시자에 한함)
1. 환불신청서
2. 코로나 관련 증빙서류(격리통지서, 결과통보문자 등 코로나 검사 증빙 가능한 자료)
3. 신분증 사본
* 환불관련 추가 문의 : 항공자격처(서울 마포구) 02-3151-1504",
279,한국교통안전공단,항공안전,[항공자격]학과시험에 합격했는데 유효기간이 따로 있나요?,학과시험은 과목별 합격제로 운영되므로 만약 여러 과목을 응시한 경우 처음 합격한 과목한 날로부터 2년 이내에 마지막 과목이 합격해야 하고 마지막 과목이 합격한 날로부터 2년 이내에 실기시험을 합격하시면 됩니다.,2025-09-09
234,한국교통안전공단,안전검사(기계식주차·삭도·궤도),삭도 및 궤도검사 유효기간은?,"궤도운송법 시행령 제13조제2항에 의거 유효기간 말료일 전후 각각30일 이내로 하며, 이 기간 내에 검사를 받은 경우에는 검사유효기간 만료일에 정기검사를 받은것으로 규정하고 있습니다.",2025-09-15
197,한국교통안전공단,자동차튜닝,업체정보가 변경되었습니다. (사업자번호),"※ 영위하고 계시는 업무 내용에 따라 조치 방법이 상이합니다, 아래의 내용을 참고바랍니다.
 (공통) 등록증 발급 기관을 통해 기존 등록증 상의 정보를 변경(정비업체 = 지자체 / 제작자 = 자동차안전연구원) 바랍니다.
 (공통) 변경된 사업자번호로 신규 회원가입이 필요합니다.
 ※ 튜닝서류신청을 대리하시는 경우,  사이버검사소를 탈퇴하시게 되면 해당 ID의 신청 기록이 모두 삭제되오니 주의바랍니다.

 (튜닝작업등록) - 사용자(업체) 중복등록이 불가능한 관계로, 사이버검사소 담당자(054-429-3563)로 문의하시어 기존 사용자 정보를 삭제하신 후, 새로운 ID로 다시 사용자 등록을 진행하시면 됩니다.
 ※ 사용자 재등록 시 관리사업자등록번호 변경이 없는 경우 기존 작업내용은 자동으로 연계됩니다.
 ※ 제작자의 경우, 기존에 등록하셨던 한국교통안전공단 검사소에 연락하시어 튜닝작업 확인증 상의 정보 변경 절차를 확인하여 주시기 바랍니다.",2025-08-26
260,한국교통안전공단,항공안전,[항공자격]항공정비사 자격증명시험의 응시경력이 궁금합니다.,"항공정비사 자격증명시험의 응시경력은 크게 종류한정(비행기, 헬리콥터)과 정비분야한정(전자·전기·계기)로 나뉘게 됩니다. 대략적으로 종류한정으로 응시하는 경우에는 ① 정비업무경력이 4년 이상인 경우 ② 관련대학의 관련과목 이수 후 정비경력 6개월 이상 또는 이수 전 정비경력이 1년 이상인 경우 ③ 국토부 지정 전문교육기관의 전문교육과정 이수 ④ 외국의 항공정비사 종류한정 자격 소지 4가지 조건입니다.
정비분야한정으로 응시하는 경우에는 ① 항공기 전자·전기·계기 관련 분야 4년 이상인 정비실무경력 ② 전문교육기관 과정 이수 + 전자·전기·계기 정비실무경력 2년 이상 ③ 항공정비사 자격 취득 후 전자·전기·계기 정비실무경력 2년 이상 3가지 조건입니다. 자세한 사항과 세부 적용기준은 항공안전법 시행규칙 [별표 4] 항공종사자·경량항공기조종사 자격증명 응시경력의 규정을 참고하시기 바랍니다.
* 관련법규 : 항공안전법 시행규칙 제75조 및 별표4, 제91조제3항
☏ 항공정비사 관련 문의 : 항공자격처(경북 김천) 054-459-7411",2025-09-09
290,한국교통안전공단,항공안전,[항공자격]전화번호나 주소 등 개인정보를 변경하고 싶은데 어떻게 해야 되나요?,"개인정보는 고객님께서 직접 변경 가능합니다.
다만, 이름(성명), 생년월일(주민번호), 국적을 변경하고 싶으신 경우 관련 증빙자료를 제출하여하며 담당자에게 별도 문의하시길 바랍니다.

1. 먼저 국가자격시험포털에 로그인
2. 항공자격 메뉴로 이동하여 직접 수정
① 마이페이지 ② 개인정보관리 ③ 개인정보수정

* 항공/항공영어분야 문의 : 항공자격처 02-3151-1500",2025-09-12
358,한국교통안전공단,드론안전,(장치신고)자주 발생하는 보완요구 사례에는 어떤 것이 있나요?,"- 신고서(민원신청 화면)
 · 무인멀티콥터의 자체중량을 배터리포함 무게로 입력하지 않은 경우
 · 자체중량과 최대이륙중량의 단위(kg) 환산 오류, 예시) 최대이륙중량 895g -> 895(X), 0.895(O)
 · 소유자명이 첨부 소유증명서류와 일치하지 않는 경우
- 제원 및 성능표(첨부파일)
 · 필수 정보인 모델명, 규격, 자체중량과 최대이륙중량의 정보를 포함하지 않는 경우
- 소유증명서류(첨부파일)
 · 기체정보(모델명, 제작번호 등)와 소유자명을 포함하고 있지 않은 경우
  예시) 신용카드 구매 영수증을 첨부하였으나 영수증에서 소유자명을 확인할 수 없는 경우
 · 소유권을 이전한 경우 서류에 기존 소유자명, 새로운 소유자명과 기체정보가 포함되지 않은 경우",2025-08-19
185,한국교통안전공단,자동차튜닝,튜닝신청 중 차량정보 조회단계에서 본인인증 후 오류 메시지가 출력됩니다.,"차량 번호 및 소유자 번호(주민/사업자/법인 구분 필수), 본인 명의 휴대폰 여부를 다시 한 번 확인바랍니다.

단, 대리인 신청의 경우 소유자가 아닌 현재 사이버검사소에 로그인된 아이디의 휴대폰 번호를 기준으로 하며,
공동명의일 경우 자동차 등록증에 표시된 주민등록번호를 기준으로 합니다.",2023-06-26
287,한국교통안전공단,항공안전,[항공자격] 항공종사자 자격증명(한정심사) 시험 응시 전에 항공신체검사를 받아야 하나요?,"기본적으로 조종연습허가서 및 관제연습허가서를 받기 위해서 항공신체검사증명서를 제출하여야 합니다.
이는 응시자격조건을 충족하기 위해 필요한 경력을 채우려면 반드시 필요합니다.
또한, 운송용조종사, 사업용조종사, 자가용조종사, 부조종사, 항공사, 항공기관사, 항공교통관제사, 경량항공기 조종사 취득 시에는 반드시 항공신체검사가 필요합니다.
다만, 학과시험은 항공신체검사와 관계없이 응시가 가능합니다.

* 관련법령 : 항공안전법 제40조(항공신체검사증명)
* 관련문의 : 사단법인 한국항공우주의학협회(www.asmak.or.kr)에서 지정병원 및 지정의사 확인 후 증명서 제출",2022-03-21
194,한국교통안전공단,자동차튜닝,"튜닝승인신청을 취소할 경우, ""취소 요청 실패"" 메시지가 출력됩니다.","* 환불계좌정보를 다시 확인 해주시기 바랍니다
* 계좌번호, 예금주 명[괄호 포함], 띄워쓰기 필수 확인바랍니다.

예시) 기업의 경우, 홍길동(한국산업) 과 같이 기업명 포함하여 입력
* 환불계좌정보는 실제 계좌정보와 정확히 일치되어야만 환불이 정상적으로 이루어 집니다.",2025-08-26
22,한국교통안전공단,도로안전,공단에서 무료로 받은 카시트 처분 방법을 알고 싶습니다.,"유상 판매는 불가하며, 주변 지인에게 무료 나눔 등으로 처분하시기 바랍니다.",2021-11-17
410,한국교통안전공단,도로자격(화물·버스·택시·정밀),교통안전관리자 면제과목이 있는 경우 시험 기간은 어떻게 되나요?,"■ 1교시는 교통법규 응시로 모든 응시자가 입실하여 시험 시행, 2교시는 면제되는 과목 제외하고 응시하는 과목의 시험지만 배부되며, 30분이 지난 시점부터 퇴실 가능합니다. 단, 시험과목이 2과목 면제된 경우 2교시 시험 종료(25분 경과) 시 퇴실 가능합니다.",2025-09-09
105,한국교통안전공단,드론안전,초경량비행장지 조종자 학과시험을 2021년 3월 1일 이전에 봐서 합격을 했는데 다시 봐야 하나요?,"학과시험 합격의 유효기간은 학과시험에 합격한 날로부터 2년 동안 유효합니다. 취득하고자 하시는 조종자 증명에 대한 학과시험 합격 유효기간 내 해당 종류의 실기시험*에 응시하실 수 있습니다.
* 실기시험이 면제인 무인동력비행장치 3종의 경우 응시자격부여 시 학과시험 합격이 유효해야 함",2025-08-29
92,한국교통안전공단,드론안전,전문교관교육 교재는 어디에서 찾을 수 있나요?,"항공교육훈련포털 공지사항 중 '조종교육 교관과정 교육 교재 배포(개정버전, 법령 개정 내용 별첨)'에서 다운로드 가능합니다.",2023-06-28
274,한국교통안전공단,항공안전,[항공자격]외국에서 취득한 자격증명이 있습니다. 국내에서도 유효한가요?,"국제민간항공협약 체약국의 항공종사자 자격증명(한정자격 포함)을 받은 사람은 국내 자격증명으로 전환해야 하며, 학과시험의 경우 항공법규를 제외한 4과목을 면제받을 수 있으며 자격증명 실기시험에 합격해야 합니다. 한정심사의 경우 자격증명 국내 전환 후 학과 및 실기시험 면제 신청을 하면 국내 자격으로 전환할 수 있습니다.",2025-08-28
487,한국교통안전공단,철도안전,철도종사자 자격시험 신청은 어떻게 하나요?,"철도차량 운전면허 및 철도교통 관제자격증명 시험접수는 인터넷으로 접수 가능합니다.
■인터넷 - TS국가자격시험(https://lic.kotsa.or.kr/railroad/main.do) 접수
■인터넷 신청 전 TS국가자격시험 홈페이지에서 본인인증 후 신체검사 및 적성검사 판정서 등록여부를 받드시 확인하시기 바랍니다.
■기타 환불 및 수수료 감면 신청 - 자료실에 첨부된 철도차량운전면허시험 원서접수 환불신청서 또는 수수료 감면 신청서를 작성하셔서 환불기간 내(시험시행일 기준 5일전까지)에 한국교통안전공단 철도안전처 Fax로 신청하시기 바랍니다. (Fax : 0502-384-5470)
■기타 자세한 사항은 054-459-7329~7336로 문의바랍니다.",2025-09-11
428,한국교통안전공단,드론안전,(초경량비행장치사용사업) 초경량비행장치사용사업 등록요건은 무엇인가요?,"A. 항공사업법 제48조제2항에 따른 등록 요건은 다음과 같습니다.
 1. 자본금 또는 자산평가액 3천만원 이상(최대이륙중량 25kg을 초과하는 무인비행장치를 운영하는 경우만 해당)
 2. 조종자 1명 이상(조종교육을 사업하는 경우, 지도조종자 또는 실기평가조종자 1명 이상 필요)
 3. 무인비행장치 1대 이상
  단, 항공사업법 제9조에 따른 면허의 결격사유가 있는 사람 또는 초경량비행장치사용사업 등록의 취소처분을 받은 후 2년이 지나지 아니한 사람은 등록할 수 없습니다.

 - 항공사업법 제9조에 따른 면허의 결격사유 -
 1. 「항공안전법」 제10조제1항 각 호의 어느 하나에 해당하는 자
 2. 피성년후견인, 피한정후견인 또는 파산선고를 받고 복권되지 아니한 사람
 3. 이 법, 「항공안전법」, 「공항시설법」, 「항공보안법」, 「항공ㆍ철도 사고조사에 관한 법률」을 위반하여 금고 이상의 실형을 선고받고 그 집행이 끝난 날 또는 집행을 받지 아니하기로 확정된 날부터 3년이 지나지 아니한 사람
 4. 이 법, 「항공안전법」, 「공항시설법」, 「항공보안법」, 「항공ㆍ철도 사고조사에 관한 법률」을 위반하여 금고 이상의 형의 집행유예를 선고받고 그 유예기간 중에 있는 사람
 5. 국내항공운송사업, 국제항공운송사업, 소형항공운송사업 또는 항공기사용사업의 면허 또는 등록의 취소처분을 받은 후 2년이 지나지 아니한 자. 다만, 제2호에 해당하여 제28조제1항제4호 또는 제40조제1항제4호에 따라 면허 또는 등록이 취소된 경우는 제외한다.
 6. 임원 중에 제1호부터 제5호까지의 어느 하나에 해당하는 사람이 있는 법인",2022-11-16
103,한국교통안전공단,드론안전,다른 종(Class)의 초경량비행장치 조종자 증명을 취득하기 위해서는 학과시험을 따로 봐야 하나요?,"아닙니다. 학과시험은 초경량비행장치 종류별(예: 무인멀티콥터)로 시험을 운영하고 있어 해당 종류 비행장치에 대한 학과시험에 합격한 경우, 유효기간(학과시험 합격일로부터 2년) 이내 동일한 종류의 비행장치 조종자 증명 시험(1종~3종)에 응시하는 경우 해당 조종자 증명 학과시험은 합격한 것으로 인정하고 있습니다(무인동력비행장치에 한함).",2025-08-29
189,한국교통안전공단,자동차튜닝,사이버검사소 포인트란 무엇인가요?,"(타인 명의 차량에 대한) 튜닝신청, 이력조회 등 본인이 아닌 개인정보를 요구하는 작업을 수행할 시 발생하는 정보이용료입니다. [마이페이지 - 사이버검사소 포인트 탭에서 충전가능]",2021-11-17
186,한국교통안전공단,자동차튜닝,튜닝 신청중 아래와 같은 메시지가 출력됩니다,"자동차 등록증을 새로 발급받아 차량번호를 다시 한 번 확인하신 후, 사이버검사소 관리자에게 연락바랍니다 (054-429-3563)",2025-08-26
257,한국교통안전공단,항공안전,"[항공자격]항공산업기사를 가지고 있는데 항공정비사
자격증명시험을 면제 받을 수 있나요?","항공정비사 종류한정(비행기, 헬리콥터)에 응시 할 때 항공안전법 시행규칙 제75조 및 별표4에 따른 응시경력을 갖춘 경우에는 항공산업기사를 취득하고 해당 종류에 대한 정비업무경력 2년 이상이라면 학과시험에서 항공법규를 제외한 4과목을 면제 받을 수 있습니다.
* 관련법규 : 항공안전법 시행규칙 제88조제3항
☏ 항공정비사 관련 문의 : 항공자격처(경북 김천) 054-459-7411",2025-08-19
195,한국교통안전공단,자동차튜닝,업체정보가 변경되었습니다. (주소),"(공통) 등록증 발급 기관을 통해 기존 등록증 상의 정보를 변경(정비업체 = 지자체 / 제작자 = 자동차안전연구원) 바랍니다.

(정비업체) : 사이버검사소 관리자[054-429-3563] 확인 후, 정보 수정이 진행됩니다.

(제작자) : 사이버검사소 관리자[054-429-3563] 확인 후, 정보 수정이 진행됩니다.
단, 제작자의 경우 검사소 실사를 통해 발급받는 ""튜닝작업확인증"" 상의 내용 변경이 추가적으로 요구됩니다.
따라서, 기존에 등록하셨던 한국교통안전공단 검사소에 연락하시어 재실사 여부를 확인하여주시기 바랍니다.",2025-08-26
282,한국교통안전공단,항공안전,"[항공자격]시험 응시 후 결과는 언제, 어떻게 확인할 수 있나요?","한국교통안전공단 홈페이지의 항공자격시험 분야에서 로그인 후 합격자 발표메뉴로 확인 가능합니다.
학과시험은 18:00 이후, 실기시험은 자격별로 다르지만 대체적으로 18:00 전후로 결과 확인이 가능합니다.
단, 학과시험은 시험종료 후 성적을 응시하신 컴퓨터에서 확인 가능하며 추후 공식적인 결과를 홈페이지에서 확인 가능합니다.",2025-08-19
156,한국교통안전공단,드론안전,2021년 3월 1일 이전 비행경력은 1종으로 인정 받을 수 있나요?,2021년 2월 28일까지 자중 12kg초과(배터리포함) 영리목적 기체 비행경력은 2021년 3월 1일부터 1종 비행장치 경력으로 인정됩니다.,2025-08-28
464,한국교통안전공단,도로자격(화물·버스·택시·정밀),병의원에서 의료적성검사를 수검했는데 이력이 보이지 않아요.,"■ 병의원 수검 후 공단 제출하여 판정
 ※ 주의사항 : 공단에 방문 또는 우편으로 관련 서류를 제출하시어 판정절차를 완료하여야 수검한 것으로 인정됩니다.
 * 판정수수료 : 3,000원 만 65세 이상 만 70세 미만의 경우 1년 이내의 수검이력이 인정되며, 만 70세 이상의 경우 6개월 이내의 수검이력이 인정되므로 해당 기간 내에 제출하여 주시기 바랍니다.",2025-09-09
266,한국교통안전공단,항공안전,[항공] 기존에 부여 받았던 응시자격의 실기유형 변경은 어떻게 신청할 수 있나요?,"기존에 받았던 응시자격 부여 내용 중 실기유형의 변경 사항이 생기면(예:실작업형/실비행→구술형) 면제를 증명할 수 있는 해당 서류를 등록하시고 담당자에게 연락하여 주시면 서류 확인 후 변경이 가능합니다.

1. 면제에 필요한 서류 스캔 후 홈페이지에 등록
* 자료등록방법 : TS국가자격시험→나의증명서관리→증명서 등록
2. 담당자 연락처 확인 후 신청(전화)하기
3. TS국가자격시험→마이페이지→항공자격→응시자격→응시자격처리결과확인에서 변경 된 실기유형 확인

☏ 항공정비사 관련 문의 : 항공자격처(경북 김천) 054-459-7411
☏ 조종사 관련 문의 : 항공자격처(경북 김천) 054-459-7401",2022-03-28
25,한국교통안전공단,도로안전,개인이 운행하는 화물차량(흰색 번호판)도 대상이 되는지?,"□ 차로이탈경고장치 부착대상 및 보조금 지급대상은 여객자동차 운송사업자, 화물자동차 운송사업자 및 운송가맹사업자임
 ㅇ 따라서, 노란색 번호판인 사업용 화물차량만 그 대상이 되며, 흰색 번호판인 화물차량은 대상이 아님",2021-11-17
30,한국교통안전공단,도로안전,운수종사자 관리시스템에서 운수회사 아이디로그인은 어떻게 해야하나요? 회원가입 버튼이 없습니다.,"운수종사자 관리시스템에서 운수회사 권한으로 접속하시는 분들은 회원가입 절차가 따로 존재하지 않습니다.
현재 공동인증서 로그인을 통해서 접속이 가능하며, 사업자 등록번호를 기재하여 로그인하시면 됩니다.",2025-08-29
99,한국교통안전공단,드론안전,"항공교육훈련포털에서 교육이수증 내역이 조회되지 않는 경우, 어디에 문의해야 하나요?","우선 시흥드론교육센터(031-489-5200)에 문의하여 문의자 성함, 생년월일, 교육이수일자를 말씀해주시면, 수료내역 조회 후 본사 유지보수팀에 등록요청을 해놓겠습니다.이후 항공교육훈련포털에서 다시 한 번 확인 부탁드립니다.",2025-09-10
426,한국교통안전공단,드론안전,(초경량비행장치사용사업) 초경량비행장치사용사업이란 무엇 인가요 ?,"초경량비행장치(드론)을 사용하여 타인의 수요에 맞추어 유상으로 농약살포, 사진촬영, 조종교육, 측량탐사 등 업무를 하는 사업을 말합니다.",2022-11-10
55,한국교통안전공단,드론안전,(장치신고)수중드론의 경우에도 초경량비행장치 기체신고 대상에 포함되나요?,"- 수중드론의 경우 수중의 여러 가지 풍경을 카메라에 담고, 수심 수온 측정 등 수중 환경 정보 수집, 해양 재난사고 피해현황 파악, 실종자 수색, 바닷물 방사능 오염측정 등 인간이 하기 힘든 임무를 수행할 수 있는 장비임
- 수중드론은 드론이라는 이름으로 판매가 되고 있지만 이는 해양장비로써, 공중으로 날아다니는 비행장치가 아니므로 항공안전법 시행규칙 제5조에 따른 초경량비행장치(무인동력비행장치-무인멀티콥터)에 해당되지 않아 기체신고 대상이 아님",2025-08-19
416,한국교통안전공단,도로자격(화물·버스·택시·정밀),건설기계조종사 경력관리 신청 대상은 어떻게 되나요?,"■ 신청대상 : 1종대형 운전면허로 조종 가능한 건설기계조종사
 ※ 해당 건설기계는 「건설기계관리법시행령」 [별표1]을 참조 부탁드립니다. (예 : ①덤프트럭, 콘크리트 믹서 ②콘크리트 펌프 ③천공기(트럭 적재식) ④아스팔트 살포기 ⑤노상안정기 ⑥아스팔트콘크리트 재생기 ⑦콘크리트 믹서 트레일러 등)",2025-09-09
347,한국교통안전공단,드론안전,초경량비행장치 조종자 증명 시험 장소는 어디인가요?,"자세한 학과시험 및 실기시험 장소는 TS국가자격시험 홈페이지(lic.kotsa.or.kr) 내 '항공자격→초경량(드론)조종자' 에서 확인가능합니다. 다만,  시험 장소에 따라 시험 일정엔 다소 차이가 있을 수 있습니다.",2025-08-28
350,한국교통안전공단,드론안전,초경량비행장치 조종자 증명 실기시험을 응시하는 방법은 어떻게 되나요?,"실기시험은 교육을 이수한 교육기관(전문교육기관 또는 사설교육기관)에 상관없이 사전에 교육기관 담당자와 응시자가 협의한 전문교육기관 또는 공단에서 제공한 상설실기시험장에서 선택하여 볼 수 있습니다. 단, 실기시험 응시에 필요한 서류(비행경력증명서,  제원표,  신고증명서,  신체검사증명서,  보험 관련서류 등) 및 기체는 응시자가 준비해야 합니다.",2025-08-28
304,한국교통안전공단,항공안전,[항공영어] 항공영어구술능력증명시험에서 CBT 시험이란 무엇인가요?,면접위원과의 인터뷰 시험방식이 아닌 헤드셋을 이용해 컴퓨터에서 나오는 지문을 듣고 이에 대해 답변하는 방식으로 시험의 객관성 및 공정성 확보를 위해 구축한 시스템입니다.,2022-04-28
10,한국교통안전공단,도로안전,화물운송 실적신고는 어떻게 하나요?,"화물운송실적관리시스템(www.fpis.go.kr) 홈페이지에 접속하여 발생한 실적 건별로 해당실적을 신고합니다.
1. 소량실적 : 홈페이지 신고
2. 대량실적 : 파일(엑셀)방식 신고, DB방식 신고
3. 신고대행 : 운송 및 주선 협회/연합회, 가맹사업자, 우수화물정보망, 운영기관에 대행 의뢰
자세한 사항은 시스템 홈페이지(www.fpis.go.kr) 또는 고객콜센터(1577-0990 → ④ → ①)를 통해 문의하면 상세한 실적신고 방법을 안내받을 수 있습니다.",2024-05-28
360,한국교통안전공단,드론안전,전문교육기관 지정 희망 시 요청하여 받아야 하는 서류는 무엇인가요?,"전문교육기관 지정 희망 시 제출서류는 다음과 같습니다.
전문교육기관 교육훈련규정 1부, 전문교육기관 인력/시설/장비 서류 1부, 전문교육기관 지정신청서 1부, 실기교육장 평면도 1부, 전문교육기관 설치자 서약서 1부, 전문교육기관 신규 지정인가 신청 자가확인가인드 1부입니다. 자세한 사항은 '항공교육훈련포털 → 고객지원 → 공지사항 → 전문교육기관 지정 신청서식'에 안내되어 있으니 참고해주시길 바랍니다.",2025-09-15
135,한국교통안전공단,드론안전,초경량비행장치 조종자 증명 학과시험과 응시자격부여 유효기간이 따로 있나요?,"학과시험은 합격 후 2년의 유효기간이 있으며 학과시험 합격일자로부터 2년 내 실기시험에 접수하셔야 합니다.
2년의 유효기간이 지나면 실기시험 접수가 불가능하며 학과시험에 다시 합격하셔야 합니다. 응시자격은 유효기간이 존재하지 않습니다.",2025-08-29
445,한국교통안전공단,드론안전,초경량비행장치 조종자 자격시험 신분증 사본이나 사진으로 본인 확인 인정이 가능한가요? 인정 가능한 신분증 범위가 어떻게 되나요?,"학과시험 및 실기시험 응시자는 반드시 시험 당일 신분증 실물을 지참하셔야 합니다.(사본 및 사진 촬영본 절대 인정불가)
자세한 신분증 인정 범위는 TS국가자격시험 홈페이지(lic.kotsa.or.kr) '항공자격→공지사항'을 통해 확인 가능합니다.",2025-08-28
343,한국교통안전공단,드론안전,전문교관과정 교육비 환불 되나요?,"교육시작일 기준 전 주 목요일까지 환불가능합니다. (ex) 4월 20일 수요일 교육입과 시, 전 주(4월 14일 목요일 24:00까지 취소,환불 가능)",2025-09-12
